两年前的跑步机上，现在感觉长时间跑步我的半月板受挫	1
曾经相隔一间隙，如今仿佛两世界。情商低一定不是答案，过分敏感以至于将自己包裹起来，恩，大抵是这样。改变即刻开始，每一次从空到满，再倒空，这都应是成长的过程。	2
至少努力努力过了😔😔😔😔😔还是那样的不如意	0
下午去办新号，被客户经理放了鸽子，楼下等了十五分钟连个影子都没见，打电话不接也不回，气呼呼的回到办公室，因为完全无法理解。——一个小时后，客户经理打来电话，听完原因，还是一肚子火，但是想到人家也不是故意的，竟然也发不出来脾气，只能喝杯甜的安慰一下自己	0
真是火大做了一遍乱码白做重做又乱码破系统能不能不闹	0
每次安检都被摸个遍你看你是女的我就没脾气是吧	0
《史记·吕太后本纪》：“太傅产、丞相平等言，武信侯吕禄上侯，位次第一，请立为赵王。	1
如果我们再见的时候，我还是硬着脖子不回头。你就走吧！远远的别回头。	0
像你那样不理世俗活着挺好，我向你学习，得高冷。	2
我的主号莫名其妙被锁定了，强制要我绑定手机号，我没有手机号可用了，不要就不要了，微博药丸。	0
天天這呼嚕聲我也是醉了我要睡覺！！！！！！！！！！氣了想給我桌子從床上扔下去！！！！！！！	0
一个月的工资都不够我花，真是日了🐩了	0
重庆市火车站南广场对残疾人服务态度太差了！	0
最荒唐的事情就是发现考试是在星期六而不是星期一啊	2
还真是人一倒霉，喝凉水都塞牙。车[小汽车]电瓶坏了，打不着火也就算了，打个出租车[出租车]让他来接我，结果自己撞杆儿上了，水箱还给撞漏了…然后我还淋了雨。。。这一路战战兢兢的，我也是醉了…[流汗][流汗][流汗]不过最担心的还是那司机，毕竟这大半夜的还下着雨上哪儿修车啊。。。#晚安，自己##晚安心语...全文	0
1930年任广西大学军训部主任，次年任广西军警督察署参谋长。	1
是不是我一直都不会出现在你的朋友圈里	0
就不能给点安静的空间，做人就不能知足么，整天比来比去的有意思么……靠，烦躁！不爽掐死得了	0
天天本来电话就多现在隔个两三天不是什么卖房的就是贷款的现在又多了个问我找不找工作的都是哪里蹦出来的	0
断奶之后睡觉可真香，但是居然一个星期吃了一罐奶粉	2
旧历啧啧啧愿望就是吃好睡饱身边人好	2
请北京机场的保安008276出来道歉，你们保安这么没素质吗，请道歉	0
结业于中国书法家协会书法培训中心书法研修班。	1
已养成随手截图的好习惯，胖杉的鱼塘#赵丽颖#	1
看喜剧总是能让人一身轻松、忘掉烦恼	2
在学校的日子里是初中生最难熬的生活	0
如此心塞的一晚…每天瞎折腾，也不知道折腾点啥最近做的东西也不少，却没一点成就感	0
有些人、才遇见了那么一下子：就好像认识了很久似的。什么事都想和他说。Somepeople,Imetsosuddenly,asiftoknowalongtimelike,whatdowantandhesaid.	1
只有最后一个比较吓人。最后一个好凶恶，吓死了	0
小时候，家里穷，希望能有一件自己的玩具，现在也是。	0
又干了一件蠢事儿，没确定问清楚货，就跑过去验货，结果人家货还在工厂，我去，被自己蠢哭了	0
1.独特的课程架构：贯穿此课程的90%是通过肢体动作来演绎，而只有10%通过文字来解说，是目前在培训界文字较少的课程之一。	1
新火车站、新胜利大街将几百亿元资金埋在地下，新火车站与新胜利南街的规划建设注定这里区域价值必定呈飞速上升趋势，区域发展潜力不言而喻。	1
80年代初，一系列话剧如《车站》、《野人》、《WM》、《一个死者对生者的访问》等的出现，形成了探索剧的潮流。	1
#微博摄影大赛#宝贝儿们棒棒哒，爱你们❤️	2
坐在我旁边的两只耗子一直不停的制造噪音，我冷冷的盯着这两只死耗子，你不让我好好看书，我也不让你好好看书。	0
老公MV出来了为什么要和别人亲嘴	0
《花千骨》里赵丽颖为白子画取血做药引，《云中歌》里赵丽颖为刘弗陵取血做药引。赵丽颖的血是万能的吗？	2
所以不是沉鱼落雁闭月羞花。你怎么还不来。	0
周二开始工作啦！可怕的拖延症认真对待每件你该去完成的工作！！！！💪💪	0
我说了那么多，这次我少说点。晚安。	1
得罪几个人，做糟糕几件事，其实没那么可怕。一辈子活得委曲求全，战战兢兢，才最可怕。石家庄·新百广场（商...	1
可怕的噩梦。令人震惊。出门在外。安全最重要。阿门！！！	2
可怕[骷髅]只想知道整容后还能活多久[惊恐]	0
幸福其实是种感觉。就像一盏烛光，当你穿行在万家灯火，总有暖暖的萤光照亮你回家的路；像一抹回味萦绕在心际，甜酸苦辣都是曾经的追逐；就像一份渴望，当憧憬岁月的皱纹爬满额头，仍坦然欣喜无愧无悔。幸福是一杯想象，梦想着把平凡的谷米酝酿成美酒的芬芳，然后用生命守候与珍藏	2
跌跌撞撞磕磕碰碰這兒疼那兒酸渾身是傷尼瑪崩潰想哭....	0
水涨船高shuǐzhǎngchuángāo：水位升高，船身也随之浮起。	1
享誉全球的性自助指导大师贝蒂·道森一直致力于性解放运动，提供了许多实际的好点子，以供男女改进其性技巧，共享彼此高潮。	2
妈个鸡晒个被子收回来的时候上面全是烟灰	0
期中考试，全年级流水改卷子，我正好改字的笔顺那一条题目，眼睛已瞎	0
最近穷的话费都充不起了。还怎么过日子…	0
死之并不可怕，但是死亡的过程实在太恐怖了，好似人间地狱之间的渄洄。新乡·牧野区	0
第四十七条以下全省性大型会议由省政府召开：（一）传达贯彻党中央、国务院重要会议精神，部署全省性工作的会议。	1
事后还是有点心有余悸，安全第一吧！	0
李花英！！！李花英！！！姐看了这么多年韩剧，都没见过这么无耻卑鄙的女二号，穷凶恶极、集天下之大恶于一身的角色。姐一直很理智的看剧，看了杜鹃之巢真的102集挨着骂过去的！	0
当我知道第一时的喜悦当我想拥抱你们时的兴奋当我看到身在北京的男神对我说加油时的幸福当我回忆过去奋斗的艰辛与苦累时的淡定当我发现词乏无法描述自己的心情我真切地感受到你们于我是无上的荣耀真想紧紧抱着你们狠狠亲一口	2
我想买件羽绒服，因为没钱双十一一分没花，心心念念着！刚大学毕业工作各种艰难各种没钱，生存边挣扎	0
此外，由于涤纶大分子也能形成伸直链结晶（原纤化结晶）。	1
校门高7.6米，宽22.36米。	1
吃的也带给我压力，真是，因为惦记着早点竟然没办法睡懒觉我这个??	0
沙僧啊……把吃过的人头骨串起来当珠子戴着……感觉又是一个恐怖片好题材[惊恐]	0
大部分人打DOTA的时候的内心独白：让你点我，怼死你。卧槽还想反补？傻逼辅助抢我正补。喜欢跳？卧槽，这POM箭躲不过去了，完了完了要死要死。装了逼还想走？会不会啊？这波不亏。哎，死了就死了，换个大哥也值了。XX你接技能，卧槽你卖我，孙子你别跑。团战的时候，卧槽队友人呢！	0
我的听力还没听完，室友就开始打鼾了，姑娘，咱这可是女生宿舍啊	2
间歇性厌工作烦阻力症发作，可是上班哪里是说不玩就不玩了的	0
原本打算画元素拟的，后来变成了物态拟，然后大家都来玩物态拟了…………我我我好惊讶！！	2
昨晚看了视频，梦到看鹿哥演唱会他把头上帽子扔给我了	2
没有带鼠标的一天简直跟断了手一样难受！！	0
我只是想试玩一下RP，谁知道既然中了，得意了几天，可是刚刚一盆冷水突如其来	2
若是炝呀腌呀有灶哇：白薯通心菜眼前、若是炝呀腌呀有灶哇，白薯通心菜眼前！	1
  扫选浮选机是矿用浮选机的一种设备，该设备广泛应用于铜、铅、锌、镍、钼等有色金属，黑色金属和非金属矿物的粗选、精选和反浮选作业。	1
做出客观公正的审计结论，防止审计风险的产生。	1
最怕脑残志坚的人，气地想撞墙，饭都吃不下，外面这么冷我气的要喷火了，牙都要咬碎了	0
心情更加不美丽，破不了纪录！某人还，哼哼！	0
怎么就那么不喜欢乐视直播的解说，，，给自己牛逼完了，说的一套一套的，好像自己要是本场的主帅这场球稳赢似的，太可气了，，，	0
别不好意思拒绝别人，因为那些好意思难为你的人，都不是什么好人。	0
这才几点就起来复习，看看看，才几点	0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈~	2
就物流方面而言，在提高物流活动效率化的同时，从保障国民日常生活的观念出发，确保稳定而安全的物流服务。	1
缠绵游戏过后为何能舍得放手.....是定律或是爱不够？	0
以为它是幅科幻电影的场景设计……木有想到，它是真的	2
被一个疯子把一天的好心情都破坏了，世界上有病的人真是不少	0
大雨天，只想戴着JustinBieber去健身房🏃，现实却是拎着一堆图纸去上班	0
被初中同学拉进群，我能说除了三五人，我几乎都不认识了么？！	2
真是恶心到爆了，不就一个6s么，搞得人家都没钱买的样子，炫给谁看啊，用还没用熟呢，还装，求别再跟我说了，我真的骂人了	0
虽然还是没想通看开那件事，不过我决定翻篇了。如果再有，可能…………晚安。	0
特么的，谁盗我微博，真是日了动物园了！	0
臭老鼠子，再破坏我的一点红我跟你们拼命小红不要死啊	0
2002年6月下旬，当三年期限结束的时候，她赴山东大学进行学位答辩，论文题目就是《诗歌翻译的韵律问题》。	1
2.设备轻巧，操作简单，安全可靠，免除高压危险。	1
昨天晚上我被热醒了二次没错不是冷醒是热醒我过的是哪门子的冬天	0
早上吼~白云蓝天~今天的心情是美美哒~	2
难受、一个人身上味道好重的挨着我睡！	0
十一点开始售票，为什么现在放这么少的票呢	0
这张画今天拍卖了7000多万美元！！！	2
数学不好是硬伤啊！伤……顺便：该花的钱一定不要攒，没球用，都是给别人攒的	0
乃木坂太郎的漫画(真)的可怕，对人性的刻画恐怖又真实。	1
价格：光地费用：266英镑/平方米标摊费用：319英镑/平方米报名费：300英镑/企业（以上价格不含VAT:17.5%）	1
昨天下着小雨，加上我很困，心情也没有多好，就酱，我又碰到了你，什么叫眉眼之间都是笑意，那就是我看见你之后的微笑啊	2
她远离都市的喧嚣，尽享乡村的宁静。	1
贵友臭导购真尼玛狗怂卧槽真想擂她一大掌	0
有些时候可能真的过于做自己，连真切所在的环境都忘记深切感受，也许是太过傲娇，忘记了如何表达。🌙	0
(Macross7、第47话)02月，Sivil因Basara生死不明而逆袭Geperuniti，使得Geperuniti本体觉醒，自身也被重新封印。	1
知道今天是女神的课，故一下班就了出去。尽管上班压力颇多，但只要看到女神潇洒的步伐，觉得一切又是那么美好	2
半夜被宾馆隔壁啪啪啪吵醒…让不让人睡了	0
1998年毕业于重庆医科大学医疗系，2001年获重庆医科大学妇产科硕士学位，发表论文数篇，对分娩发动的机理和早产的防治有较深入的研究。	1
D13，一晚上饿得翻来覆去的，不舒服不好受眼睛好困可肚子饿到快飞起来	0
我们花了两年学会说话；却要花上六十年来学会闭嘴……大多数时候、我们说得越多；彼此的距离却越远、矛盾也越多……	0
觉来正是平阶雨，独背寒灯枕手眠。	1
有没有哪块还有厦门老房子的那种感觉的地方啊！最好是那种木窗，花地砖那种感觉的！拍照摄影录视频用！急求！	1
每次等这破公交都差一点点。今天真的是都快要赶上了，车还开走了，有时候对司机真的是无语的，想想真是火大	0
忙着赶在1120之前把事情做完，之后才能愉快玩耍，开心的是终于又可以同一时区说晚安了～大王骨奶～～	2
如果黑色代表著冷酷、神祕、恐懼、顯瘦。那麼透明又代表著什麼？想著一個人的顏色又是什麼？	0
md我是多不机灵不会立刻编个谎话说好不帮忙烦死帮了也不会感恩而且都成年了说话也要负责任被迫帮忙两字恶心	0
世间许多事都是经不起推敲的，逃不了灰飞烟灭，但为了生存或者成就自我，你得去做，沉下心去做，做好当下手中的一针一线。不积跬步，无以至千里。虽踽踽前行，颤颤巍巍，前路漫漫，但除了前进，别无他法。后退不得啊。停滞不得啊。	2
92天三个月继续幸福加油💪🏻💪🏻💪🏻	2
文子也是瘦过的好吗？。请不要再伤害我了特么的这个月都要喝西北风了这是要瘦要瘦要瘦的节奏好么还有某🐶说你脸小啊，我好开森啊还没激动完特喵的来了一句“可你脸看起来蛮多肉的”卧槽！！爱过	0
烦烦烦，与死亡擦肩而过的人，如果还不能从自身去意识到问题所在，那这个代价实在是太大了，一条人命啊~~	0
吼吼吼~下雪咯~前后各贴个暖宝宝走路上学来打雪仗哈哈哈不要太拼。就酱~下雪粗卡~撒花~	2
和一个人在一起如果他给你的能量是让你每天都能高高兴兴起床每夜都能安心入睡做每一件事都充满了动力对未来满怀期待那你就没有爱错人真正的感情永远不是以爱的名义互相折磨而是彼此陪伴成为对方的阳光	2
卡泰米是由1980年从他处搬到廖内省杜迈·泰米尔分区巴基特·巴特里姆村居住，但其邻居表示，打那以后老太太的模样似乎就一直未见什么变化。	1
学会拒绝学会拒绝学会拒绝重要的事情要说三遍！！！	0
我说怎么今天这么没精神，原来是感冒了，眼睛睁不开，还一直流鼻涕打喷嚏，根本没办法集中精力，我可不可以再休息一天	0
你们既然放甄嬛传为何要把当中那么多片段给切了。要放就好好放嘛。你们把这么多片段切了。。还有什么意思啊。@山东卫视	0
十点半一过，今天说过的话都不算数。	1
蹦沙卡拉卡，蹦沙卡拉卡，好吧，累了	0
CIS电池年产1.5MW，其成本是晶体硅太阳电池的1/2～1/3，能量偿还时间在一年之内，远远低于晶体硅太阳电池。	1
看看蓝天，雪山，黄叶，瞬间觉得生活美好了！	2
#本来我也想着遇见你就是结局#我说下雪了啊好像过年一样	2
一些陨石的结构中也显示出有些小行星也发生过分化的作用。	1
请你记住我现在的体重我要是不瘦评论这条微博的人我每个人发一百块说到做到	0
有点小恐怖，不知不觉今年已经买了这么多东西了	0
办公室就三个人，同事在看股票，也没干别的。我就想发个邮件，狗日的居然发不出去。我偷偷看了一眼领导，唉，我该如何委婉的提醒他别下东西了	0
一到睡觉时间就痛苦，长期失眠的我快要疯了！有何药可治？？？	0
在以后的发展中我们会根据市场需求人民的需要添加相应的版块。	1
付一雄，你在上我微博，我就跟你急	0
画不好，好烦，真的不开心！！手绘头像真心画不好	0
为我们生活在河南的考生没有猝死应该感到万幸	0
我不知道未来有多远但我知道从现在的每天开始要把自己的工作做好什么都不要怕大步往前走就好了今天乔振宇还是帅帅的，哈哈哈哈自己犯傻还把导演认错了，太丢脸了哎下次要注意了不能再犯这种事了哈哈哈哈哈嘎嘛的！	2
  黑龙江幼教指导网是由中国教育学会黑龙江幼教课题组专家在课题研究的基础上创办的大型专业性、公益性幼儿教育指导网站。	1
H425是中航二集团的重点指令性项目，2001年11月由国防科工委正式立项批复，哈飞第一次自主担纲整机设计并作为项目责任单位开始研制。	1
氧气一哥快手达人二驴今天在夜店户外直播，竟然公开亲学生妹。。	2
💍坏了说是带来好运的紫水晶坏了心疼死宝宝了	0
明明11点就困意浓浓，竟然到现在都睡不着。。。真是	0
扑街今日好气接了个电话差点被骗了！诈骗电话一大堆!妈的这次差点上当	0
有一种爱是，即使你让我先睡，我也要等你回来。因为我脚凉……需要捂捂…哈哈哈	2
今天得知我的大闺蜜海峰姐从楼梯上摔下来了，心里瞬间纠了起来，碰了胳膊和头，胳膊也抬不起来了，好心疼，我没在她身边，想帮她做做饭照顾照顾他都够不着	0
衍射光栅是一种由密集﹑等间距平行刻线构成的非常重要的光学器件，分反射和透射两大类。	1
导了一上午的电子单据NG系统慢的让我真生不如死	0
荒岛这傻逼又倒贴我西皮还不情不愿的	0
老太太不对也绝不能以这种方式，现在的人都怎么了，竟然这么多说踹的对的，真是滥到底了！	0
热又太热，冷又太冷，到底想怎样嘛这是，完全不懂穿啥买啥	0
SuperJunior-M周觅Solo出道主打歌《Rewind》韩文版公开，由EXO灿烈参与Feat，一起来欣赏吧。	2
要时刻保持冷静的头脑，要从内心感觉到寒意，要总结各种心理，要从失败中积累，要回合制，要多看极限运动，多刺激自己麻木的神经，多思考，懂得换位，做好记录，要习惯在任何时候都显得有城府，哪怕是装的，也要有模有样。	2
只有你身边的人走了你才会懂得珍惜！	0
Hemissesher,buthemissedher.错过只在一瞬，思念却是一世。	0
他认为涉深水者得蛟龙，立大志者有大作为，非志无以成学，非学无以成才，以精诚专攻之恒毅，才可见水滴穿石之神奇。	2
初雪，牵手慢行风雪中，有种到白头的感动，带着宝贝儿们打雪仗，堆雪人，游乐这个美丽的银装世界，温暖如春	2
他们利用高通量的亚硫酸氢盐测序和单分子测序，产生了覆盖大部分CpG岛的DNA甲基化图谱。	1
周年以夏孢子转移侵染，借助气流传播。	1
定价那么低，不挣个7位数！工资都不要发了→_→→_→→_→…	0
牵挂与被牵挂在我们的生命中是不可缺少的，牵挂是不知对方是否也在牵挂你，所以会忧伤，而这种忧伤只能自己默默的承受，忧伤会让你心酸悲痛，[泪流满面]让你在生活中惴惴不安，牵挂对方时，用心去感受对方的牵挂，并且送上真诚的祝福。苏州·吴江市中联百佳...	0
我喜欢并习惯了对变化的东西保持着距离，这样才会知道什么是最不会被时间抛弃的准则。比如爱一个人，充满变数，我于是后退一步，静静的看着，直到看见真诚的感情。	2
我的童年啊，虽然画风有些奇怪，但是我还是喜欢。大和果然还是颜值担当	2
今晚第一次体验了人体淋巴结按摩（四大部位），颈后侧出的痧和肩膀上拔罐去驱寒的印记那叫一个吓人，不过做完以后全身轻松，效果真的挺不错。	2
我觉得我爸妈已经不管我死活够可怜了邹巧也这样我只不过叫他陪我聊10分钟而已💔	0
科目一对我来说怎么这么难！这么难！！这么难！！！	0
刚才在外面饭店吃饭，有位顾客拿了张新版人民币给老板，老板她既然不敢收	2
前几天才说过很久没回南苑，想不到这次小米手机居然立下“大功”！本来是要送一个小米到京东返修，离家里最近的自提点居然是这里	2
强烈鄙视论说文的审题立意，凭什么就那个是正确答案，凭什么别的想法就不对	0
“得到的都是幸运，失去的便是人生”	1
2中2收米！！就是这么爽！！心态好了，米就来了	2
人最大的魅力，是有一颗阳光的心态。日出东海落西山，愁也一天，喜也一天；遇事不要急躁。不要急于下结论，尤其生气时不要做决断，要学会换位思考，大事化小、小事化了，把复杂的事情尽量简单处理，千万不要把简单的事情复杂化。	1
打了好多好多字，想说好多好多话，但是最后还是没按下发送删掉了。想说的太多反而就不知道应该从何说起。	0
关灯后，我竟然听到了蚊子的哼哼声，是我幻听了吗	2
大半夜我初中时候的高冷同桌千里传音，现场直播《南山南》，真温暖！我的世界真心是充满啦爱呀！	2
傻逼客服，问什么都回我个❓问号，产品有问题要求退货，问它退货地址，还是回我问号❓，我的个暴脾气	0
我真他么手贱，干嘛没事点进扣扣邮箱	0
谢谢我们家的老大，谢谢你一直都这么疼我，谢谢你现在给我的一切！爱你哟	2
目前因为包子技能太多太满点，菲迷已经练习过倒立然后栽倒撞头，劈叉、侧踢腿扯到合不拢，接下来还会发生什么灾（xiao）难（dian）呢，拭目以待哈哈哈哈哈哈～话说我艾尔莎在马路上骑自行车堪称飞速，有人要挑战吗？	2
感冒每天都有新症状，关灯打算睡觉，开始咳嗽了...想一巴掌拍死病毒。	0
怎么这么像你本人，是用什么app做的吗	2
很有主见的姑娘，虽然很挑剔，还是成功搞定美哒哒！	2
所谓赛金鱼，并不是让金鱼打架，也不是让金鱼比赛游泳。	1
司考成绩快出来了，考完也没敢估分，每次都隐约觉得自己考了340左右，我的天！我不想再来第三次了！求过啊！	0
每个人都有恐惧，抓住恐惧就能把控人性。希望是每个人心中的野兽，当精神食粮无法喂养它，就要用金钱去喂养它。这个世界每个人都害怕贫穷、无知、不得到别人认可。人人都有恐惧的东西，你找到它，你基本上就能给予他！驱使他。（添名20161001）	2
